"customer_id","revenue","most_recent_visit","number_of_orders","recency_days"
23623,1436,2006-11-29,13,33
2116,1388,2006-11-13,11,49
26395,1327,2006-09-11,16,112
21503,694,2006-07-15,8,170
35900,1181,2006-08-21,12,133
23032,1439,2006-05-20,15,226
36835,986,2006-09-09,10,114
27149,1028,2005-12-31,10,366
15645,460,2006-02-09,7,326
18043,780,2006-05-06,6,240
27411,1275,2006-09-28,14,95
34540,729,2006-11-09,7,53
12399,487,2006-09-04,6,119
36175,978,2006-03-03,8,304
19010,599,2005-07-29,6,521
12498,769,2006-05-08,7,238
15715,1020,2006-05-24,12,222
676,884,2006-04-17,9,259
18134,846,2005-10-08,9,450
33488,861,2006-09-28,11,95
4358,813,2006-04-24,6,252
138,338,2005-12-29,5,368
33120,1000,2006-09-09,13,114
36664,1056,2006-09-07,10,116
14418,1025,2006-10-04,9,89
5995,808,2006-05-24,8,222
26656,846,2005-09-04,9,484
8279,795,2006-09-02,13,121
4985,1168,2006-10-18,12,75
33511,573,2006-10-02,6,91
214,836,2006-06-09,6,206
11728,674,2006-06-10,9,205
10864,964,2006-03-24,9,283
36665,1108,2006-03-08,12,299
27952,509,2006-06-25,8,190
10614,1018,2006-06-16,9,199
7029,745,2006-08-29,9,125
15698,532,2006-06-05,6,210
6064,983,2006-06-16,12,199
23632,1325,2006-05-21,13,225
39748,913,2006-05-20,9,226
29636,1137,2006-07-02,11,183
7280,1178,2006-12-28,14,4
23232,1037,2006-11-14,10,48
18089,1081,2006-09-07,11,116
28250,1070,2006-09-27,12,96
33825,853,2006-03-16,10,291
25929,431,2006-12-27,8,5
9355,1002,2006-07-02,8,183
22790,1062,2006-07-25,10,160
32016,793,2006-08-10,10,144
37728,1420,2006-09-16,14,107
23384,958,2006-07-19,9,166
5383,1026,2006-06-30,13,185
7296,1492,2006-12-15,16,17
36935,679,2006-06-14,7,201
39184,1230,2006-08-04,11,150
29021,1083,2006-09-19,11,104
2817,567,2006-08-23,7,131
21596,862,2005-06-23,9,557
32685,1316,2006-10-15,13,78
39840,497,2006-08-05,6,149
23741,1006,2006-04-15,9,261
33215,934,2006-07-06,11,179
33157,832,2006-07-03,9,182
16360,800,2006-05-13,8,233
31413,779,2006-07-25,10,160
35901,1606,2006-11-30,16,32
29190,765,2005-10-07,8,451
31466,1040,2006-02-12,9,323
27080,525,2005-08-24,5,495
16121,1425,2006-08-07,15,147
38969,534,2006-06-30,9,185
34959,761,2006-07-29,9,156
34081,1391,2006-08-20,14,134
11738,1018,2006-07-06,12,179
12171,572,2006-01-27,7,339
33552,942,2006-01-22,9,344
10465,783,2006-09-22,6,101
36530,871,2006-07-15,8,170
33434,893,2005-10-11,9,447
3173,1091,2006-08-22,11,132
33800,1045,2006-08-18,11,136
28169,737,2006-04-02,7,274
27985,1164,2006-07-12,11,173
38306,1054,2006-07-14,12,171
17517,771,2006-08-31,7,123
10668,287,2005-01-25,3,706
18082,1523,2006-11-11,13,51
10210,470,2006-02-24,7,311
3037,897,2006-09-05,7,118
13472,995,2006-08-31,12,123
4687,946,2006-03-21,11,286
7421,1826,2006-05-18,18,228
33734,982,2005-12-05,9,392
28856,767,2005-10-08,7,450
28647,1136,2006-09-22,12,101
7636,901,2006-12-12,10,20
31554,1154,2006-07-27,12,158
28769,874,2005-11-30,8,397
34718,1151,2006-07-08,11,177
14786,734,2006-04-13,8,263
15483,724,2006-05-09,7,237
25053,649,2006-09-03,11,120
3898,744,2006-11-23,8,39
31758,1014,2006-09-21,9,102
7638,643,2006-10-15,9,78
34519,599,2006-06-07,5,208
2522,1590,2005-08-26,13,493
18405,816,2006-09-12,9,111
26721,1094,2006-07-07,13,178
18924,1185,2006-05-14,11,232
22132,969,2006-08-28,11,126
13612,780,2006-07-20,7,165
34967,778,2005-10-08,5,450
32708,1264,2005-11-13,11,414
29189,1059,2006-05-23,10,223
11927,1137,2006-11-08,14,54
33483,534,2006-05-06,5,240
17213,723,2005-08-21,7,498
23763,694,2006-09-15,5,108
19935,1579,2006-12-03,14,29
30366,2138,2006-11-20,22,42
33613,1275,2006-09-15,11,108
31205,856,2006-09-23,10,100
38996,1400,2006-11-07,14,55
19940,662,2006-06-03,10,212
35265,1059,2006-09-03,12,120
11974,1204,2006-02-24,11,311
23800,884,2006-09-03,12,120
6936,547,2006-08-12,6,142
6978,1033,2005-09-16,10,472
23978,822,2006-03-01,8,306
33659,904,2006-05-17,12,229
9142,512,2006-06-19,7,196
38276,752,2006-10-30,9,63
24954,942,2006-12-20,10,12
34791,1226,2006-05-07,12,239
21562,1077,2006-11-17,14,45
28397,142,2006-08-19,3,135
22846,1207,2006-07-03,12,182
3619,1114,2006-09-26,10,97
2425,1354,2006-08-30,14,124
2155,1243,2006-07-12,14,173
16347,1286,2006-07-30,12,155
23011,734,2006-10-25,9,68
8573,1069,2006-07-27,10,158
29838,1441,2006-10-28,15,65
10525,384,2006-12-18,7,14
31447,703,2006-10-07,8,86
17665,593,2005-10-21,7,437
12638,784,2006-08-05,9,149
9768,1138,2006-02-18,11,317
19229,309,2006-09-21,5,102
8198,1382,2006-10-29,16,64
9101,687,2006-07-28,7,157
12416,1119,2006-06-03,11,212
18900,1307,2006-07-06,13,179
18074,1055,2006-12-02,13,30
32109,1101,2006-04-11,11,265
8336,904,2006-10-20,10,73
38518,649,2006-11-15,6,47
21898,498,2006-06-13,8,202
12215,675,2006-06-13,6,202
7492,1014,2006-08-29,10,125
34635,1116,2006-08-22,10,132
28303,822,2005-11-17,11,410
3588,1739,2006-07-11,14,174
5069,1193,2006-07-27,14,158
36025,1486,2006-10-29,15,64
19804,1516,2006-06-22,15,193
37410,861,2006-11-26,9,36
12998,1117,2006-09-26,11,97
2043,1058,2006-08-04,11,150
6790,1782,2006-10-26,14,67
35843,1262,2006-09-01,13,122
30882,1255,2006-06-19,10,196
33036,662,2006-09-16,7,107
23818,547,2006-08-12,7,142
37097,934,2006-08-03,11,151
36339,877,2005-11-30,9,397
27132,798,2006-11-18,9,44
17940,998,2006-08-10,10,144
28284,1620,2006-12-29,15,3
24549,1148,2006-12-02,13,30
24566,1868,2006-11-18,18,44
23127,759,2006-02-10,9,325
11993,701,2006-07-16,7,169
16396,916,2006-07-22,9,163
37702,1130,2006-03-03,12,304
3731,1037,2006-09-17,8,106
27457,920,2006-03-23,10,284
39327,646,2006-08-27,7,127
23305,1114,2005-12-26,12,371
10968,791,2006-10-25,12,68
25820,1623,2006-10-23,16,70
10954,390,2006-06-30,5,185
10611,627,2006-08-30,4,124
7478,748,2006-01-07,9,359
11318,452,2005-10-10,5,448
36037,738,2006-05-19,8,227
38748,385,2006-07-18,4,167
13552,1314,2006-10-13,12,80
17851,1541,2006-08-31,19,123
4381,1348,2006-08-08,13,146
19317,1482,2006-07-09,16,176
2905,895,2006-11-04,8,58
30317,958,2005-07-28,9,522
24035,474,2006-06-21,6,194
26901,588,2006-05-02,5,244
19941,680,2006-05-13,8,233
19441,748,2006-05-21,9,225
12375,589,2006-08-26,9,128
19223,1093,2006-10-27,13,66
6319,343,2006-08-15,5,139
11429,686,2006-06-10,8,205
33856,1178,2006-07-11,12,174
12188,918,2006-07-14,9,171
20534,447,2006-05-04,5,242
38380,1014,2006-10-23,11,70
1098,889,2005-08-08,7,511
29023,444,2006-04-10,7,266
12932,1783,2006-10-20,15,73
35294,1657,2006-09-06,17,117
20835,991,2006-12-23,11,9
4745,1085,2006-08-14,10,140
37143,920,2006-08-08,8,146
34483,952,2006-06-06,10,209
12985,829,2006-02-25,7,310
37934,961,2006-08-31,11,123
34922,797,2005-07-07,7,543
15700,723,2006-01-15,6,351
10112,861,2005-12-28,10,369
38884,368,2005-09-03,5,485
38466,1395,2006-11-08,12,54
20167,1152,2006-12-13,12,19
17142,676,2006-06-17,8,198
3935,1010,2006-09-15,10,108
22176,1060,2006-09-16,10,107
26892,703,2006-02-11,9,324
16156,554,2006-04-11,7,265
12728,1001,2005-10-30,9,428
6691,830,2006-01-29,9,337
12269,1493,2006-09-05,13,118
31871,1053,2006-11-30,13,32
7042,258,2006-06-23,3,192
9698,1176,2006-06-18,12,197
2339,771,2006-06-03,11,212
27629,1117,2006-08-27,12,127
2281,1484,2006-06-25,13,190
5084,440,2006-07-07,7,178
3660,236,2006-04-08,3,268
8759,302,2006-03-18,6,289
36630,806,2006-09-05,9,118
16328,839,2006-09-23,7,100
36198,871,2006-09-29,9,94
29450,913,2006-05-24,11,222
22005,1465,2006-08-07,12,147
33639,1136,2006-09-23,12,100
24156,1279,2006-06-07,11,208
398,973,2005-12-09,12,388
18024,746,2006-12-21,10,11
38168,366,2006-08-06,5,148
21757,747,2006-10-31,11,62
32545,858,2006-08-25,11,129
8362,1326,2006-07-27,13,158
32585,700,2006-11-28,9,34
21169,1136,2006-09-12,11,111
3096,775,2005-07-22,8,528
31889,595,2006-05-11,9,235
23505,935,2006-12-18,10,14
33538,551,2005-11-16,8,411
5812,1415,2006-04-18,16,258
30453,1119,2006-05-14,11,232
1442,864,2005-08-20,7,499
32655,1160,2006-04-12,11,264
22102,1232,2006-06-25,11,190
30124,985,2006-11-02,11,60
39124,1653,2006-10-07,14,86
34299,632,2006-06-08,8,207
12981,982,2006-07-04,9,181
31682,1125,2006-09-19,12,104
28574,771,2006-05-22,8,224
30315,1098,2006-09-18,9,105
31409,1244,2006-02-01,13,334
23016,829,2006-08-20,10,134
9693,408,2006-06-04,6,211
14874,249,2006-02-04,6,331
3550,1270,2006-06-15,12,200
2326,891,2005-09-10,9,478
11004,1055,2006-08-19,15,135
25218,948,2006-10-02,9,91
3795,1198,2006-09-16,17,107
33671,524,2006-06-17,5,198
15048,1043,2006-11-03,8,59
26559,593,2005-08-24,8,495
11360,1439,2006-04-18,11,258
29831,847,2006-11-07,7,55
11727,1237,2006-10-14,12,79
7787,686,2006-05-22,7,224
22539,460,2006-04-08,9,268
25076,847,2006-10-12,11,81
7067,964,2006-11-29,6,33
15207,1141,2006-09-28,12,95
16695,689,2006-01-31,8,335
38216,331,2006-03-01,6,306
14090,1209,2006-08-30,11,124
34744,568,2006-07-23,9,162
22684,937,2006-06-30,10,185
28809,894,2006-07-04,9,181
15049,935,2006-09-07,10,116
2175,1280,2006-07-07,12,178
34745,799,2006-11-09,11,53
4142,852,2006-08-26,6,128
10658,1140,2006-10-17,13,76
27341,737,2006-03-08,8,299
30326,1249,2006-12-25,15,7
33627,673,2006-08-23,9,131
33035,795,2006-07-01,10,184
9551,984,2006-10-04,12,89
9353,737,2006-11-01,11,61
38064,530,2005-10-12,5,446
28324,553,2006-07-16,7,169
15799,484,2005-07-16,5,534
19740,1496,2006-11-09,14,53
26590,1010,2006-09-05,9,118
37945,1018,2006-03-14,11,293
7496,658,2006-07-27,6,158
21986,1185,2006-07-03,10,182
16297,870,2005-09-25,9,463
13547,1085,2006-08-20,11,134
2993,1563,2006-07-09,12,176
6098,603,2006-10-25,7,68
15299,478,2006-06-04,6,211
32521,746,2006-10-23,8,70
35636,1083,2006-02-22,10,313
17792,994,2006-05-28,10,218
31634,595,2006-11-04,7,58
38222,570,2005-10-18,5,440
29132,1215,2006-09-29,17,94
13387,987,2006-08-14,10,140
9106,1220,2006-08-27,12,127
35793,929,2006-12-19,9,13
9773,922,2006-07-04,12,181
894,1165,2006-08-26,12,128
32550,901,2006-06-07,13,208
27067,1900,2006-06-29,17,186
28328,566,2006-08-07,7,147
16887,1234,2006-08-10,14,144
28088,1290,2006-06-30,11,185
9513,381,2006-08-10,5,144
36756,974,2006-08-28,15,126
6292,377,2006-09-22,5,101
11922,981,2005-11-10,9,417
20231,621,2006-04-16,9,260
31295,1054,2006-10-19,8,74
6436,552,2006-06-30,8,185
10365,611,2006-07-29,5,156
1050,388,2006-08-01,6,153
4001,1600,2006-09-15,13,108
7169,1096,2006-09-05,11,118
3468,413,2006-07-27,6,158
4564,714,2006-07-12,7,173
34838,701,2006-07-01,7,184
22895,1019,2006-05-11,9,235
19924,733,2006-10-17,11,76
39443,1310,2006-09-01,10,122
38787,1451,2006-11-21,14,41
17621,452,2005-06-28,8,552
27005,1210,2006-08-22,9,132
13178,1940,2006-05-01,15,245
26827,730,2006-09-01,7,122
23035,677,2006-12-06,10,26
36288,747,2006-09-27,8,96
7162,1154,2006-01-09,11,357
6818,1436,2006-09-21,15,102
8858,1194,2006-08-08,9,146
37279,1010,2006-10-18,11,75
25918,809,2006-07-27,10,158
13913,713,2006-08-28,8,126
18446,955,2006-05-26,10,220
12528,1123,2006-11-06,11,56
37413,468,2006-08-28,7,126
19288,732,2006-08-08,8,146
30083,1018,2006-06-10,12,205
24562,1485,2006-07-23,15,162
29123,229,2006-04-13,4,263
8551,903,2006-09-10,11,113
18476,717,2006-05-31,8,215
35789,728,2006-03-04,7,303
30110,760,2006-07-24,9,161
30793,937,2005-11-15,11,412
14379,700,2005-09-07,9,481
16740,1071,2006-09-28,11,95
32316,661,2006-08-13,9,141
6034,914,2006-08-04,9,150
19957,1672,2006-12-18,13,14
14851,709,2005-07-31,8,519
24124,1079,2006-06-06,9,209
23850,1210,2006-05-18,10,228
30623,1103,2006-11-18,12,44
35116,1262,2006-01-27,10,339
10703,1196,2006-12-18,12,14
10538,653,2006-04-26,7,250
2128,865,2005-12-31,9,366
13516,1063,2006-06-18,12,197
37774,1126,2006-10-06,11,87
36566,757,2005-12-13,7,384
16583,1103,2005-09-10,11,478
39862,1045,2006-10-17,12,76
16673,809,2006-06-25,8,190
26737,911,2006-05-18,8,228
24100,985,2006-01-06,11,360
780,846,2006-06-18,9,197
38859,797,2006-04-30,9,246
28267,966,2006-07-25,12,160
15259,1256,2006-09-22,13,101
22206,826,2006-11-17,7,45
33318,744,2006-02-04,8,331
24431,1026,2005-09-17,11,471
37000,1208,2006-03-16,10,291
29367,481,2005-07-18,6,532
39914,1583,2006-12-12,15,20
33678,1211,2006-08-03,11,151
1157,1091,2006-10-28,10,65
10338,590,2006-10-20,8,73
31410,1346,2006-03-13,12,294
3464,946,2006-09-05,11,118
23085,1515,2006-04-18,15,258
22609,716,2006-05-19,7,227
31597,869,2006-03-06,9,301
20702,895,2006-09-12,11,111
25812,484,2005-03-10,4,662
30418,656,2005-11-19,5,408
1776,1114,2006-11-17,13,45
24526,457,2005-07-30,8,520
4926,559,2006-07-07,4,178
1409,983,2006-07-28,11,157
32394,1164,2006-06-11,10,204
20901,1031,2006-07-31,9,154
12440,621,2006-07-24,10,161
1204,1281,2006-10-05,14,88
24183,1105,2005-11-03,10,424
33426,639,2005-10-24,6,434
7684,756,2006-12-17,8,15
30304,698,2005-12-23,5,374
26504,1156,2005-08-08,11,511
6108,2184,2006-07-21,19,164
16116,1652,2006-11-11,13,51
36230,952,2006-04-14,8,262
6916,875,2006-09-25,10,98
30388,640,2006-05-10,6,236
7083,853,2006-10-25,12,68
13267,1677,2006-08-19,14,135
27330,1107,2006-08-22,14,132
32516,1149,2006-08-30,11,124
16475,358,2006-04-01,6,275
2659,1152,2006-10-23,10,70
35151,801,2006-08-08,11,146
27847,1399,2006-05-07,13,239
20497,941,2006-10-15,11,78
26334,909,2006-10-30,11,63
17588,979,2006-02-13,10,322
33589,519,2006-12-13,9,19
8195,877,2006-06-17,9,198
17024,1170,2006-05-17,13,229
23519,1174,2005-11-13,11,414
33722,720,2006-10-09,7,84
19816,2048,2006-11-30,18,32
35758,674,2006-06-11,6,204
15404,1494,2006-10-16,13,77
31382,885,2006-11-08,9,54
24270,1078,2006-08-13,9,141
38972,1009,2006-11-05,10,57
27789,634,2006-08-06,10,148
2607,1123,2006-10-05,11,88
18782,1192,2006-09-19,12,104
17511,1082,2006-07-31,10,154
23185,952,2006-03-10,7,297
136,1229,2006-06-18,9,197
4557,662,2006-07-01,6,184
39599,927,2006-06-28,10,187
27940,725,2006-08-22,10,132
21506,566,2005-07-10,6,540
15410,1090,2006-09-19,9,104
30874,610,2006-12-26,6,6
37568,1679,2006-10-05,18,88
12011,1071,2006-11-17,10,45
19625,1220,2006-11-06,12,56
35783,1245,2006-12-04,11,28
9495,1221,2006-08-12,11,142
19545,1398,2006-11-23,18,39
11507,959,2006-04-27,7,249
14538,1419,2006-11-01,13,61
11847,544,2006-08-10,8,144
32632,1024,2006-11-01,13,61
1124,466,2006-08-19,5,135
5994,60,2006-04-08,2,268
35091,1283,2006-11-01,17,61
34312,1563,2006-12-21,16,11
27912,837,2006-07-05,11,180
34409,658,2006-07-15,8,170
14351,1363,2006-09-24,15,99
24160,1223,2006-10-22,14,71
22118,1375,2006-07-02,15,183
3466,1311,2006-11-02,10,60
3444,622,2006-07-27,9,158
19886,691,2006-06-09,7,206
28827,861,2006-03-13,10,294
26165,634,2006-08-20,6,134
29693,598,2006-07-26,5,159
5583,263,2005-11-14,4,413
30741,366,2006-10-13,4,80
9509,968,2006-09-26,12,97
35953,911,2005-10-29,9,429
35876,749,2006-06-27,12,188
1139,1163,2006-07-11,14,174
258,1055,2006-11-16,12,46
25356,484,2006-05-06,6,240
19812,846,2006-08-24,12,130
4849,994,2006-12-10,11,22
25999,966,2006-09-16,15,107
12093,790,2006-06-09,6,206
9053,1522,2006-06-29,16,186
3849,888,2006-10-27,10,66
39940,902,2006-06-18,10,197
31486,863,2006-07-20,10,165
14562,791,2006-06-27,11,188
19775,967,2006-10-25,9,68
15741,624,2006-08-11,7,143
20036,470,2006-09-11,6,112
22856,985,2006-02-11,13,324
10939,454,2005-11-28,7,399
36207,855,2006-07-17,7,168
36726,810,2006-06-12,11,203
22893,998,2006-03-27,10,280
35858,1182,2006-09-02,13,121
8063,799,2006-05-17,8,229
1395,545,2006-11-18,5,44
32124,1126,2006-09-26,13,97
9525,477,2006-09-03,7,120
28490,520,2006-01-23,6,343
14616,1188,2006-09-07,11,116
38039,1122,2006-03-12,12,295
13277,749,2006-04-14,8,262
35919,799,2006-07-29,9,156
7497,928,2006-04-27,9,249
13159,1050,2006-11-13,10,49
31145,441,2006-08-18,7,136
37182,826,2006-11-10,7,52
35264,1048,2006-09-06,11,117
39906,1940,2006-12-04,21,28
36519,1181,2006-11-01,11,61
37936,766,2006-12-09,11,23
21113,890,2006-08-09,11,145
27745,437,2006-06-18,6,197
26498,1445,2006-10-15,18,78
16472,341,2006-09-06,4,117
18546,1268,2006-12-04,11,28
33108,1601,2006-03-19,13,288
38229,1101,2006-10-09,10,84
14805,1130,2006-09-20,13,103
15433,986,2006-08-12,10,142
2431,562,2006-01-05,8,361
7592,1076,2006-04-20,8,256
35254,672,2006-12-07,7,25
15492,1150,2006-08-07,12,147
5147,503,2006-11-09,8,53
33159,783,2006-05-25,9,221
29067,1263,2006-07-25,11,160
10966,1220,2006-07-09,10,176
12387,586,2006-01-09,7,357
37415,482,2006-08-15,7,139
19391,1306,2006-07-05,14,180
16492,1156,2006-06-08,8,207
21257,857,2006-11-30,12,32
22088,627,2006-07-11,9,174
29765,916,2005-12-29,13,368
904,977,2006-10-10,9,83
31181,1195,2006-10-31,11,62
26603,1871,2006-10-15,16,78
7345,838,2006-07-30,7,155
26542,1070,2006-01-01,10,365
14261,1047,2006-10-03,8,90
10,1164,2006-05-07,12,239
17166,794,2006-06-29,7,186
10137,1091,2006-05-30,10,216
22155,680,2006-06-09,7,206
31127,963,2006-12-05,10,27
7742,1119,2006-10-23,12,70
15138,904,2005-09-03,11,485
16922,794,2006-07-18,9,167
6550,465,2004-12-21,4,741
12493,875,2006-12-16,9,16
37983,1178,2006-04-30,11,246
21676,827,2006-06-27,8,188
35652,1019,2006-11-09,11,53
14096,665,2006-10-14,10,79
33584,1002,2006-10-05,11,88
11985,959,2006-03-17,10,290
7931,972,2006-12-02,12,30
24062,951,2006-08-07,11,147
13661,1624,2006-07-12,11,173
16222,731,2006-12-05,11,27
5076,326,2006-09-16,6,107
37627,1482,2006-01-04,12,362
28172,595,2006-05-07,7,239
9334,1679,2006-10-16,14,77
19548,1505,2006-11-25,15,37
29118,935,2006-11-21,10,41
4982,888,2005-10-24,7,434
27723,655,2006-09-13,8,110
13130,521,2006-08-19,11,135
34660,1759,2006-07-10,12,175
35574,761,2006-11-14,9,48
10829,1472,2006-09-02,14,121
2551,1130,2006-09-04,11,119
28909,636,2006-06-11,8,204
17539,1312,2006-08-04,14,150
21364,893,2006-07-20,11,165
1100,766,2006-09-26,7,97
34928,880,2006-04-17,6,259
16416,1033,2006-07-14,12,171
35032,1558,2006-02-27,11,308
31830,448,2006-02-05,5,330
28423,713,2006-04-26,9,250
34902,1288,2006-10-09,13,84
19340,573,2006-10-25,7,68
460,1324,2006-07-24,15,161
5643,1333,2006-09-26,14,97
594,905,2005-11-21,9,406
30920,604,2006-11-14,8,48
2376,1549,2006-09-06,13,117
11539,546,2006-03-13,7,294
4171,1325,2006-12-09,14,23
29876,897,2006-08-30,10,124
14114,1708,2006-09-24,16,99
25317,740,2006-04-04,7,272
26347,686,2005-12-26,8,371
9111,351,2006-09-27,3,96
4442,835,2006-07-15,7,170
34470,482,2006-03-18,5,289
39305,678,2006-09-17,6,106
25135,1066,2006-10-09,11,84
17814,536,2005-07-14,5,536
7381,906,2006-08-31,11,123
29977,999,2006-08-20,13,134
19882,744,2006-07-29,9,156
4734,1062,2006-10-25,9,68
16387,1147,2006-07-15,11,170
4713,1031,2005-11-04,10,423
17350,547,2005-07-25,8,525
32452,615,2005-08-27,6,492
23332,620,2006-11-14,8,48
4439,788,2006-08-08,9,146
35244,608,2005-11-17,8,410
32780,683,2005-12-20,8,377
4923,1068,2006-12-23,12,9
30168,746,2006-04-22,7,254
4934,580,2006-05-10,6,236
23398,953,2006-10-02,11,91
19195,988,2006-08-16,9,138
19099,648,2005-10-23,7,435
24853,1152,2006-08-03,14,151
36069,556,2006-07-05,7,180
21392,837,2006-12-18,10,14
62,1186,2006-07-19,11,166
17677,1039,2006-06-13,14,202
30157,1018,2006-10-31,8,62
9161,727,2005-11-11,6,416
25007,1624,2006-11-24,16,38
29292,653,2006-09-08,7,115
24256,833,2006-06-30,7,185
27605,880,2006-09-23,13,100
6937,845,2006-08-21,12,133
27102,1116,2006-08-03,9,151
7161,1428,2006-07-27,12,158
4889,904,2006-05-09,7,237
33039,1431,2006-01-21,10,345
35361,583,2006-09-30,7,93
34984,656,2006-05-08,9,238
28199,452,2005-05-04,5,607
16183,272,2005-06-16,3,564
22748,510,2006-06-02,6,213
23241,1250,2006-02-01,12,334
30289,707,2006-10-11,8,82
35132,738,2006-09-29,9,94
21401,556,2006-06-17,6,198
28308,789,2006-08-13,11,141
248,1431,2006-07-03,15,182
30624,1459,2006-09-26,16,97
39658,868,2005-12-27,9,370
31171,1403,2006-12-18,13,14
4052,1164,2006-11-12,11,50
30949,625,2006-02-25,6,310
17991,840,2006-12-25,10,7
32229,974,2006-07-19,9,166
28051,328,2005-03-13,3,659
8129,852,2006-07-18,7,167
13971,653,2006-11-05,8,57
17334,1008,2006-09-28,9,95
8844,663,2006-05-11,8,235
4246,1694,2006-11-29,17,33
23188,1360,2006-03-23,12,284
1080,610,2006-08-06,8,148
8617,514,2005-09-03,4,485
37109,1161,2006-08-21,11,133
2306,1064,2006-09-24,10,99
6505,1196,2006-08-31,12,123
28346,414,2006-08-21,3,133
1000,1019,2006-06-04,10,211
34364,1214,2006-09-29,13,94
2287,881,2006-06-13,9,202
24147,2176,2006-09-21,19,102
8207,847,2005-09-17,7,471
26840,1120,2006-07-26,11,159
30185,548,2006-11-19,6,43
6230,390,2005-08-06,4,513
20763,1198,2006-09-28,11,95
25733,859,2006-08-06,10,148
38469,643,2006-06-02,10,213
13950,939,2006-07-04,10,181
21533,998,2006-09-18,9,105
37213,949,2006-07-06,11,179
25379,1129,2006-09-04,14,119
8440,975,2006-08-07,11,147
13028,1003,2006-08-08,13,146
35713,663,2006-04-08,5,268
1258,1833,2006-09-16,18,107
15888,1271,2006-08-25,9,129
30293,508,2006-03-20,9,287
11619,1800,2006-10-26,19,67
37625,1156,2005-10-15,11,443
4342,909,2006-06-04,8,211
2770,595,2006-09-29,9,94
32670,582,2006-05-01,8,245
37478,1307,2006-11-04,13,58
3253,1346,2005-12-02,13,395
12754,541,2006-07-09,7,176
7844,1446,2006-11-02,17,60
36844,776,2006-10-23,10,70
4870,458,2005-10-23,7,435
14367,975,2006-08-17,11,137
2438,738,2006-05-16,9,230
33152,821,2006-12-07,12,25
26050,644,2006-10-15,10,78
15907,1472,2006-11-30,12,32
35683,986,2006-06-11,10,204
9215,1050,2006-10-28,11,65
17217,707,2006-07-25,7,160
32557,310,2005-04-03,5,638
35445,784,2006-11-04,10,58
16194,635,2006-06-14,6,201
21746,684,2005-08-26,9,493
7705,820,2006-07-26,9,159
17962,955,2006-12-27,9,5
31524,690,2006-09-17,7,106
880,1040,2006-08-09,10,145
12948,465,2006-07-01,5,184
23017,1742,2006-08-06,19,148
33348,326,2005-09-18,5,470
23675,711,2005-09-24,6,464
38951,847,2006-09-09,9,114
8506,739,2006-02-27,7,308
2776,596,2006-12-11,8,21
7016,1226,2006-11-09,14,53
20971,821,2006-10-27,10,66
19977,1068,2006-04-18,11,258
11236,694,2006-10-23,6,70
38916,1456,2006-12-15,14,17
35235,1669,2006-10-30,19,63
30855,1456,2006-12-30,15,2
16508,1137,2006-10-21,8,72
37985,1131,2006-07-03,14,182
6341,979,2006-12-26,11,6
28273,1500,2006-08-05,16,149
24026,900,2006-09-30,10,93
38856,723,2006-05-22,12,224
16080,833,2006-11-11,9,51
16523,1021,2006-05-02,10,244
17646,588,2006-09-09,7,114
21454,1116,2006-07-09,9,176
37439,676,2005-10-28,11,430
20415,1272,2006-07-16,14,169
6168,1011,2006-09-22,12,101
10362,650,2006-06-18,8,197
36593,649,2006-08-19,7,135
32956,729,2006-03-05,8,302
6566,737,2006-07-23,9,162
23453,1654,2006-10-02,19,91
1562,675,2006-09-24,10,99
13532,1376,2006-03-25,16,282
6076,1606,2006-12-25,16,7
25114,750,2006-10-10,5,83
30273,1640,2006-07-27,16,158
34589,1390,2006-09-15,14,108
17656,962,2006-09-01,13,122
530,917,2006-07-30,10,155
22803,808,2006-07-17,6,168
465,1828,2006-07-18,15,167
9045,753,2006-08-01,8,153
26265,1068,2006-07-17,10,168
24666,1220,2005-09-30,10,458
28128,329,2006-08-06,5,148
27843,857,2006-04-28,9,248
14252,859,2006-08-14,12,140
34513,811,2006-09-09,8,114
3765,1930,2006-06-24,16,191
4156,1475,2006-10-16,14,77
2610,1264,2006-03-06,11,301
36846,977,2006-02-10,10,325
27986,994,2006-05-25,10,221
23214,1187,2006-07-28,12,157
7469,974,2006-08-14,11,140
36916,1124,2006-06-18,11,197
9721,1354,2006-07-03,10,182
13108,737,2006-06-27,8,188
24664,781,2006-06-15,8,200
34676,1474,2006-07-05,12,180
7380,452,2005-08-02,4,517
9380,1023,2006-08-24,12,130
10146,1228,2005-10-04,16,454
20142,768,2006-10-03,9,90
31866,393,2006-12-15,5,17
15258,759,2006-10-29,11,64
856,518,2006-01-20,6,346
22299,593,2006-08-08,5,146
12547,1057,2005-09-24,11,464
33296,1280,2006-08-25,14,129
19519,1406,2006-12-19,15,13
12653,665,2006-10-01,9,92
11245,743,2006-07-01,8,184
18150,1204,2006-08-13,14,141
27468,863,2006-09-06,11,117
3726,1349,2006-08-07,13,147
27809,764,2006-02-23,7,312
8917,1037,2006-06-25,10,190
13118,1470,2006-11-28,16,34
27351,768,2005-10-20,5,438
23387,703,2006-11-13,8,49
15819,939,2006-07-03,8,182
5397,373,2006-02-10,4,325
33762,1040,2006-06-18,10,197
15263,1195,2006-04-11,12,265
33526,915,2006-05-19,6,227
10527,438,2006-12-30,9,2
20710,1017,2005-10-14,7,444
30192,804,2006-04-03,9,273
23069,529,2006-06-11,5,204
23532,401,2005-08-11,7,508
15621,950,2006-02-16,10,319
34230,966,2006-10-17,9,76
